,userId,movieId,rating,timestamp
159,1,2470,5.0,964982588
160,1,2478,4.0,964984169
161,1,2492,4.0,965719662
162,1,2502,5.0,964981278
164,1,2529,5.0,964982242
165,1,2542,5.0,964981265
166,1,2571,5.0,964981888
167,1,2580,5.0,964983000
168,1,2596,5.0,964981144
169,1,2616,4.0,964983080
171,1,2628,4.0,964980523
172,1,2640,4.0,964982377
173,1,2641,5.0,964982620
174,1,2644,4.0,964983393
175,1,2648,4.0,964983414
176,1,2654,5.0,964983393
178,1,2692,5.0,964981855
179,1,2700,5.0,964980985
180,1,2716,5.0,964983414
181,1,2761,5.0,964982703
182,1,2797,4.0,964981710
183,1,2826,4.0,964980523
184,1,2858,5.0,964980868
185,1,2872,5.0,964981680
186,1,2899,5.0,964982703
187,1,2916,4.0,964982290
188,1,2944,5.0,964981872
189,1,2947,5.0,964982176
190,1,2948,5.0,964982191
191,1,2949,5.0,964981888
192,1,2959,5.0,964983282
193,1,2985,4.0,964983034
194,1,2987,5.0,964982495
195,1,2991,5.0,964982271
196,1,2993,5.0,964982242
197,1,2997,4.0,964980896
198,1,3033,5.0,964983762
199,1,3034,5.0,964982791
200,1,3052,5.0,964981208
201,1,3053,5.0,964984086
202,1,3062,4.0,964981872
203,1,3147,5.0,964983873
204,1,3168,4.0,964982495
208,1,3253,5.0,964981107
209,1,3273,5.0,964983536
210,1,3386,5.0,964983484
211,1,3439,4.0,964981799
212,1,3440,4.0,964981799
213,1,3441,5.0,964982328
214,1,3448,5.0,964984054
215,1,3450,5.0,964981144
216,1,3479,4.0,964981725
217,1,3489,4.0,964981775
218,1,3527,4.0,964982271
219,1,3578,5.0,964980668
220,1,3617,4.0,964980683
221,1,3639,4.0,964982271
222,1,3671,5.0,964981589
223,1,3702,5.0,964983737
224,1,3703,5.0,964981909
225,1,3729,5.0,964982363
226,1,3740,4.0,964982417
227,1,3744,4.0,964980694
228,1,3793,5.0,964981855
229,1,3809,4.0,964981220
230,1,4006,4.0,964982903
231,1,5060,5.0,964984002
233,2,333,4.0,1445715029
234,2,1704,4.5,1445715228
235,2,3578,4.0,1445714885
236,2,6874,4.0,1445714952
238,2,46970,4.0,1445715013
239,2,48516,4.0,1445715064
240,2,58559,4.5,1445715141
241,2,60756,5.0,1445714980
242,2,68157,4.5,1445715154
244,2,74458,4.0,1445714926
246,2,79132,4.0,1445714841
247,2,80489,4.5,1445715340
248,2,80906,5.0,1445715172
249,2,86345,4.0,1445715166
250,2,89774,5.0,1445715189
254,2,106782,5.0,1445714966
256,2,112552,4.0,1445714882
259,2,122882,5.0,1445715272
260,2,131724,5.0,1445714851
266,3,849,5.0,1306463611
275,3,1587,4.5,1306464003
280,3,2288,4.0,1306463631
282,3,2851,5.0,1306463925
283,3,3024,4.5,1306464054
285,3,3703,5.0,1306463603
287,3,4518,5.0,1306463770
289,3,5181,5.0,1306463718
290,3,5746,5.0,1306463708
291,3,5764,4.5,1306464021
292,3,5919,5.0,1306463825
294,3,6835,5.0,1306463670
295,3,7899,4.5,1306464036
296,3,7991,5.0,1306463684
297,3,26409,4.5,1306463993
298,3,70946,5.0,1306463815
306,4,106,4.0,986848784
307,4,125,5.0,964622758
309,4,162,5.0,945078571
311,4,176,5.0,964622565
313,4,215,5.0,945079078
315,4,232,5.0,964622684
318,4,260,5.0,945079259
319,4,265,5.0,964538468
321,4,319,5.0,945079182
322,4,342,5.0,964538500
323,4,345,4.0,945629063
324,4,348,4.0,964622786
327,4,368,4.0,945078690
331,4,457,5.0,945079259
332,4,475,5.0,945174290
333,4,492,5.0,945079872
335,4,538,5.0,945078636
338,4,588,4.0,945079670
339,4,593,5.0,964539986
342,4,608,5.0,964540008
344,4,708,4.0,986935230
346,4,800,4.0,945079106
347,4,892,4.0,964622714
348,4,898,5.0,964623347
349,4,899,4.0,945079653
350,4,902,4.0,945078446
351,4,904,4.0,945079837
352,4,908,5.0,945173902
353,4,910,5.0,945173989
354,4,912,5.0,945173902
355,4,914,5.0,945079670
356,4,919,5.0,945079521
357,4,920,5.0,945173602
358,4,930,5.0,964538571
360,4,1025,4.0,945079232
361,4,1046,5.0,945173654
364,4,1073,4.0,945079483
365,4,1077,5.0,945173692
367,4,1080,5.0,986934696
368,4,1084,5.0,945079259
369,4,1086,5.0,964539723
371,4,1103,5.0,964539723
372,4,1136,5.0,986934625
373,4,1179,4.0,964539180
375,4,1188,5.0,964538500
376,4,1196,5.0,964538763
377,4,1197,5.0,964538763
380,4,1203,5.0,945174025
382,4,1213,4.0,945079729
383,4,1219,4.0,964539961
384,4,1225,4.0,964539326
385,4,1250,5.0,945174008
386,4,1259,4.0,964538728
387,4,1265,4.0,964622684
388,4,1266,4.0,986849037
390,4,1282,5.0,945079653
391,4,1283,5.0,945078690
392,4,1288,4.0,945079653
393,4,1291,4.0,964538763
396,4,1449,5.0,945079767
397,4,1466,4.0,945173492
398,4,1500,4.0,964622830
399,4,1517,4.0,945079790
403,4,1641,4.0,964622758
405,4,1719,4.0,945079956
406,4,1732,4.0,945079889
407,4,1733,5.0,945079143
409,4,1834,5.0,945174134
411,4,1883,4.0,964622642
414,4,1895,4.0,945629179
416,4,1914,4.0,964622714
419,4,1947,5.0,945079653
421,4,1967,5.0,945078967
422,4,1968,4.0,986934786
424,4,2076,4.0,945079052
425,4,2078,5.0,945079521
426,4,2109,4.0,986935016
428,4,2150,5.0,986934738
429,4,2174,5.0,964539855
430,4,2186,5.0,945174008
431,4,2203,4.0,945079729
432,4,2204,5.0,964540008
436,4,2351,4.0,945078467
437,4,2359,4.0,964622590
438,4,2390,5.0,945079164
440,4,2406,4.0,986935302
441,4,2467,4.0,945079858
443,4,2583,5.0,945078863
444,4,2599,5.0,964622684
446,4,2683,4.0,945079790
447,4,2692,5.0,945079013
449,4,2762,4.0,964539986
452,4,2791,5.0,964539628
453,4,2843,5.0,945078814
454,4,2858,5.0,964539140
455,4,2874,4.0,986935016
456,4,2921,4.0,945078708
457,4,2926,5.0,986934870
460,4,2997,4.0,986848610
461,4,3033,4.0,986936200
462,4,3044,5.0,945079920
463,4,3060,4.0,986934884
465,4,3083,5.0,964622487
466,4,3160,4.0,964539121
468,4,3176,4.0,964539771
469,4,3204,4.0,964539828
470,4,3255,4.0,964623306
471,4,3317,4.0,986934498
473,4,3365,5.0,964538329
474,4,3386,4.0,964539395
475,4,3408,4.0,986849238
478,4,3508,5.0,964538351
483,4,3851,5.0,986849180
484,4,3897,4.0,986934465
486,4,3967,4.0,986849164
487,4,3996,4.0,986849130
491,4,4021,4.0,986849180
494,4,4033,4.0,986849149
495,4,4034,5.0,986848753
497,4,4121,4.0,986934901
501,4,4239,5.0,986848685
502,4,4246,4.0,1007574542
505,4,4273,4.0,1007574470
507,4,4347,4.0,1007569586
511,4,4765,5.0,1007569445
513,4,4896,4.0,1007574532
514,4,4902,4.0,1007569465
515,4,4967,5.0,1007569424
516,5,1,4.0,847434962
517,5,21,4.0,847435238
518,5,34,4.0,847434881
519,5,36,4.0,847435292
521,5,50,4.0,847434881
522,5,58,5.0,847435238
523,5,110,4.0,847434880
526,5,232,4.0,847435292
527,5,247,5.0,847435337
529,5,261,4.0,847435238
532,5,290,5.0,847435311
533,5,296,5.0,847434748
541,5,367,4.0,847435129
544,5,457,4.0,847434801
545,5,474,4.0,847435337
546,5,475,5.0,847435311
548,5,527,5.0,847434960
549,5,531,4.0,847435258
551,5,588,4.0,847434801
553,5,590,5.0,847434747
555,5,594,5.0,847435238
556,5,595,5.0,847434832
557,5,596,5.0,847435292
560,6,2,4.0,845553522
561,6,3,5.0,845554296
563,6,5,5.0,845553938
564,6,6,4.0,845553757
565,6,7,4.0,845554264
568,6,11,4.0,845553489
570,6,15,4.0,845554505
571,6,16,4.0,845553819
572,6,17,4.0,845553559
575,6,22,5.0,845553875
576,6,24,4.0,845554397
578,6,26,4.0,845555362
581,6,32,4.0,845553426
582,6,34,4.0,845553354
583,6,36,5.0,845553726
584,6,41,4.0,845554962
585,6,43,4.0,845555607
587,6,46,4.0,845554551
588,6,47,4.0,845553317
590,6,54,4.0,845555402
591,6,60,4.0,845554263
592,6,61,4.0,845555454
593,6,62,4.0,845553660
596,6,76,4.0,845555317
598,6,86,5.0,845556131
601,6,89,4.0,845555124
602,6,92,4.0,845555454
603,6,93,4.0,845554584
604,6,95,4.0,845553559
607,6,104,4.0,845554349
609,6,110,5.0,845553283
610,6,112,4.0,845553994
615,6,141,4.0,845553586
616,6,145,4.0,845553966
617,6,146,4.0,845555607
618,6,150,4.0,845553110
619,6,151,4.0,845553586
621,6,158,4.0,845553660
623,6,160,5.0,845553457
627,6,168,5.0,845553695
639,6,195,4.0,845554455
644,6,207,4.0,845554024
647,6,210,4.0,845556310
648,6,212,4.0,845556181
649,6,216,4.0,845554099
653,6,222,4.0,845554024
655,6,225,4.0,845553381
656,6,230,5.0,845553966
659,6,236,4.0,845553559
660,6,237,4.0,845553875
664,6,248,5.0,845554263
665,6,250,4.0,845555588
667,6,252,4.0,845553619
671,6,257,5.0,845554176
673,6,261,4.0,845553695
674,6,262,5.0,845554551
679,6,271,4.0,845555249
681,6,274,4.0,845555151
682,6,276,4.0,845553907
683,6,277,5.0,845553844
685,6,281,4.0,845554320
690,6,292,4.0,845553253
695,6,304,4.0,845555546
699,6,314,5.0,845554603
700,6,315,4.0,845553522
701,6,316,5.0,845553174
702,6,317,4.0,845553457
703,6,318,5.0,845553200
705,6,329,4.0,845553200
708,6,333,5.0,845553757
710,6,337,5.0,845553586
711,6,339,4.0,845553253
712,6,340,4.0,845555265
718,6,349,5.0,845553146
719,6,350,5.0,845553489
720,6,351,4.0,845554455
722,6,353,4.0,845553726
723,6,354,4.0,845555402
724,6,355,4.0,845553819
725,6,356,5.0,845553200
730,6,361,4.0,845554376
732,6,364,5.0,845553317
734,6,367,4.0,845553317
735,6,368,5.0,845553726
736,6,370,4.0,845553794
739,6,377,5.0,845553317
741,6,380,4.0,845553110
748,6,415,4.0,845554420
752,6,432,5.0,845553489
753,6,434,4.0,845553200
756,6,440,4.0,845553457
758,6,450,4.0,845555024
759,6,454,4.0,845553283
761,6,457,5.0,845553174
765,6,468,4.0,845553907
766,6,469,4.0,845555477
768,6,474,4.0,845553522
769,6,475,4.0,845554099
770,6,477,4.0,845554141
771,6,480,5.0,845553200
775,6,491,4.0,845554141
779,6,500,5.0,845553354
782,6,508,4.0,845553586
785,6,515,4.0,845553794
786,6,516,4.0,845554908
796,6,542,4.0,845554524
801,6,553,5.0,845553559
802,6,569,4.0,845555342
804,6,587,5.0,845553381
805,6,588,5.0,845553146
807,6,590,5.0,845553109
809,6,593,4.0,845553174
810,6,594,4.0,845553819
811,6,595,5.0,845553174
813,6,597,4.0,845553354
816,6,609,4.0,845555342
817,6,616,5.0,845554062
819,6,631,4.0,845555265
820,6,637,4.0,845555046
822,6,647,4.0,845555151
827,6,700,4.0,845556147
829,6,708,4.0,845554376
830,6,709,5.0,845555249
832,6,711,4.0,845555317
834,6,736,5.0,845553619
839,6,780,5.0,845556915
840,6,783,5.0,845554584
844,6,802,4.0,845554584
846,6,830,5.0,845556222
847,6,835,4.0,845556194
849,6,838,4.0,845555514
852,6,848,4.0,845556340
853,6,852,4.0,845555694
861,6,986,4.0,845556475
862,6,991,4.0,845556808
863,6,996,4.0,845556323
865,6,1004,4.0,845556506
866,6,1006,4.0,845556694
868,6,1049,5.0,845556694
869,6,1061,4.0,845556860
870,6,1064,4.0,845556579
872,6,1082,4.0,845556278
874,7,1,4.5,1106635946
875,7,50,4.5,1106635993
877,7,150,4.5,1106635925
878,7,165,4.0,1106635987
879,7,260,5.0,1106635933
880,7,356,5.0,1106635915
882,7,466,5.0,1106635532
883,7,480,5.0,1106635917
888,7,593,5.0,1106635912
890,7,648,4.0,1106635981
891,7,750,4.0,1106636810
892,7,780,4.5,1106635943
894,7,924,4.0,1106712615
895,7,1101,4.0,1106635502
897,7,1196,4.0,1106635996
898,7,1208,4.0,1106635462
899,7,1210,4.0,1106635965
900,7,1219,5.0,1106635496
901,7,1220,4.5,1106635464
902,7,1240,5.0,1106712575
904,7,1270,5.0,1106635681
906,7,1584,5.0,1106635423
907,7,1610,4.0,1106635429
911,7,1917,4.0,1106635484
913,7,1954,4.5,1106635657
914,7,2019,5.0,1106713565
917,7,2529,5.0,1106635640
920,7,2671,4.5,1113542732
925,7,2762,4.5,1106635648
926,7,2858,4.0,1106712546
927,7,3114,4.5,1106635500
929,7,3408,4.5,1106712549
933,7,3869,5.0,1106635733
934,7,3916,4.0,1106636596
937,7,4018,4.0,1106712913
940,7,4306,4.0,1106635524
942,7,4370,4.5,1106712869
947,7,4886,4.0,1106636531
948,7,4896,4.0,1106636718
949,7,4963,4.0,1106636702
950,7,4993,4.5,1106636589
951,7,4995,4.5,1106636610
955,7,5445,4.0,1106636707
959,7,5618,5.0,1106713586
960,7,5816,4.5,1106635705
961,7,5952,4.5,1106636527
962,7,5989,4.0,1106636600
963,7,5991,4.5,1106712818
964,7,6333,4.0,1106636516
965,7,6365,4.0,1106712831
967,7,6539,4.5,1106636584
968,7,6863,4.5,1106712827
970,7,7143,4.5,1106636579
971,7,7153,4.0,1106636520
973,7,7445,4.0,1107473963
974,7,8207,4.5,1106713442
978,7,8528,4.5,1106636844
979,7,8636,4.5,1106636511
983,7,8798,4.5,1106636602
988,7,8908,4.5,1122333561
989,7,8949,4.0,1110757890
990,7,8957,4.0,1106636098
992,7,8961,4.0,1106636064
996,7,8984,4.0,1106636101
1010,7,34319,4.5,1122333538
1013,7,42002,4.5,1144806100
1014,7,45499,4.0,1157949636
1015,7,45517,4.5,1157066190
1020,7,48783,4.5,1162163488
1022,7,49272,4.5,1165876367
1026,8,2,4.0,839463806
1028,8,11,4.0,839463806
1029,8,21,4.0,839463564
1031,8,34,5.0,839463546
1033,8,47,4.0,839463546
1034,8,50,5.0,839463644
1037,8,150,4.0,839463422
1039,8,185,5.0,839463509
1040,8,186,4.0,839463856
1042,8,231,4.0,839463470
1046,8,253,5.0,839463509
1049,8,296,4.0,839463422
1051,8,318,5.0,839463489
1054,8,357,5.0,839463767
1055,8,364,5.0,839463546
1057,8,377,4.0,839463644
1058,8,380,5.0,839463422
1061,8,454,4.0,839463546
1063,8,480,4.0,839463527
1065,8,527,5.0,839463728
1069,8,590,5.0,839463422
1071,8,593,4.0,839463470
1075,9,223,4.0,1044656650
1078,9,922,4.0,1044657026
1079,9,923,5.0,1044657026
1081,9,1095,4.0,1044657088
1082,9,1198,5.0,1044656716
1083,9,1270,5.0,1044657088
1084,9,1674,4.0,1044656650
1087,9,2012,4.0,1044657237
1089,9,2300,5.0,1044657072
1097,9,4993,5.0,1044657051
1098,9,5218,4.0,1044656811
1100,9,5445,4.0,1044656792
1101,9,5447,4.0,1044656836
1102,9,5451,4.0,1044656836
1103,9,5481,5.0,1044656836
1108,9,5890,4.0,1044656792
1110,9,5893,4.0,1044657144
1111,9,5902,5.0,1044656934
1112,9,5952,5.0,1044656908
1113,9,5956,4.0,1044656962
1115,9,5965,4.0,1044657185
1117,9,6001,4.0,1044657072
1121,10,588,4.0,1455306173
1123,10,912,4.0,1455302254
1129,10,1907,4.0,1455306183
1135,10,3578,4.0,1455356591
1138,10,4306,4.5,1455356595
1139,10,4447,4.5,1455398321
1140,10,4993,4.0,1455356385
1141,10,4995,4.0,1455301798
1146,10,5952,4.0,1455356588
1151,10,6535,4.0,1455398379
1152,10,6942,4.0,1455301621
1153,10,7149,4.0,1455399533
1155,10,7153,4.0,1455356347
1156,10,7154,4.0,1455399087
1157,10,7169,4.5,1455303046
1159,10,7375,4.0,1455303057
1161,10,7458,5.0,1455356656
1163,10,8533,5.0,1455301847
1167,10,8869,5.0,1455303064
1173,10,31685,4.5,1455357602
1176,10,33794,5.0,1455302031
1178,10,40819,4.0,1455301745
1181,10,49272,5.0,1455302162
1182,10,49286,5.0,1455357502
1184,10,51705,4.5,1455359663
1190,10,58559,4.5,1455302113
1197,10,63992,4.5,1455356863
1200,10,68954,4.0,1455304158
1201,10,69406,4.5,1455302747
1205,10,71579,5.0,1455301869
1216,10,79091,5.0,1455306124
1219,10,81845,5.0,1455302591
1226,10,88163,4.0,1455357504
1229,10,91529,5.0,1455302120
1230,10,92259,5.0,1455301553
1231,10,94070,4.5,1455357387
1232,10,95167,4.0,1455398177
1233,10,95449,4.0,1455356885
1236,10,96079,5.0,1455302172
1240,10,103335,4.0,1455398111
1241,10,103339,4.0,1455356177
1242,10,104374,4.0,1455357653
1245,10,106696,4.5,1455306204
1250,10,109853,4.0,1455357656
1251,10,112006,4.0,1455398144
1252,10,113275,4.5,1455357698
1253,10,113394,4.0,1455398275
1256,10,136020,5.0,1455302192
1257,10,137595,4.0,1455356898
1258,10,140110,5.0,1455356776
1259,11,6,5.0,902154266
1261,11,36,4.0,902155135
1264,11,110,5.0,902154266
1265,11,150,5.0,902154266
1268,11,170,4.0,902154621
1270,11,292,4.0,902154383
1271,11,318,4.0,902155070
1272,11,349,5.0,902154342
1273,11,356,5.0,901200263
1277,11,380,4.0,902154431
1279,11,457,5.0,902154316
1281,11,474,4.0,902154431
1282,11,480,4.0,902154383
1284,11,511,4.0,902154514
1285,11,529,5.0,902155043
1286,11,589,4.0,902154266
1287,11,593,5.0,902155102
1288,11,648,4.0,902154514
1289,11,733,4.0,902154431
1290,11,736,4.0,902154542
1291,11,780,4.0,902154487
1293,11,1101,5.0,901200233
1294,11,1210,4.0,902154266
1295,11,1358,4.0,902155136
1299,11,1408,5.0,902154383
1301,11,1518,4.0,902154431
1302,11,1552,4.0,902154458
1304,11,1584,5.0,902155136
1305,11,1586,4.0,902154487
1306,11,1597,4.0,902154487
1307,11,1604,4.0,902154647
1308,11,1608,4.0,902154316
1311,11,1693,5.0,902155102
1312,11,1704,4.0,902155102
1313,11,1721,5.0,902154989
1314,11,1784,5.0,902155043
1315,11,1840,4.0,901200111
1317,11,1917,4.0,901200037
1318,11,1918,4.0,901200070
1319,11,1923,4.0,904510428
1322,11,2028,5.0,902153951
1323,12,39,4.0,1247264471
1324,12,168,5.0,1247264411
1325,12,222,5.0,1247263465
1326,12,256,5.0,1247263375
1327,12,261,4.5,1247263357
1331,12,830,4.0,1247263452
1332,12,838,5.0,1247264096
1333,12,920,4.5,1247264114
1335,12,1357,5.0,1247263404
1337,12,1721,5.0,1247264463
1339,12,2072,5.0,1247263670
1342,12,2485,5.0,1247264406
1343,12,2572,5.0,1247263689
1344,12,2581,5.0,1247263444
1345,12,2694,4.0,1247263398
1346,12,2717,5.0,1247263428
1347,12,3668,5.0,1247264220
1348,12,3967,4.5,1247263471
1349,12,4018,4.5,1247264420
1350,12,5620,4.0,1247264417
1351,12,6942,5.0,1247264138
1352,12,8533,5.0,1247264151
1353,12,40629,5.0,1247264192
1354,12,63992,5.0,1247264457
1355,13,47,5.0,987895819
1359,13,1198,5.0,987456848
1360,13,1590,4.0,987457086
1362,13,1639,4.0,987456818
1363,13,1721,4.0,987456818
1367,13,2571,5.0,987457007
1368,13,3300,4.0,987895952
1371,13,3578,5.0,987895902
1372,13,3624,4.0,987895902
1374,13,3753,4.0,987895902
1375,13,3793,4.0,987895902
1376,13,3798,4.0,987895720
1377,13,3827,4.0,987895952
1378,13,3863,4.0,987896183
1380,13,3897,4.0,987895582
1383,13,3996,5.0,987895902
1384,13,4011,5.0,987895651
1385,13,4148,4.0,987895720
1389,14,25,4.0,835441394
1390,14,32,4.0,835441168
1392,14,47,5.0,835441133
1393,14,95,5.0,835441295
1395,14,110,5.0,835441107
1396,14,150,4.0,835440977
1400,14,266,5.0,835441168
1401,14,282,5.0,835441239
1402,14,288,4.0,835441107
1405,14,337,5.0,835441239
1406,14,339,4.0,835441066
1409,14,356,4.0,835441239
1411,14,376,4.0,835441620
1413,14,383,4.0,835441729
1414,14,434,4.0,835441066
1417,14,477,4.0,835441578
1421,14,509,5.0,835441347
1424,14,539,4.0,835441415
1427,14,553,4.0,835441239
1429,14,590,4.0,835440977
1431,14,593,4.0,835441086
1440,15,260,5.0,1510571946
1442,15,296,4.0,1510571877
1443,15,318,5.0,1510571866
1445,15,356,5.0,1510571873
1447,15,527,5.0,1510571982
1449,15,589,5.0,1510572012
1453,15,858,4.0,1510571941
1454,15,1196,5.0,1510572645
1455,15,1198,4.0,1510571989
1456,15,1200,5.0,1510572775
1457,15,1210,5.0,1510572653
1458,15,1214,5.0,1510572684
1459,15,1240,4.0,1510572646
1461,15,1270,5.0,1510571953
1464,15,1653,4.5,1510572798
1466,15,2001,5.0,1299424826
1467,15,2011,5.0,1510572060
1468,15,2012,4.0,1510572114
1472,15,2150,5.0,1299425040
1474,15,2329,4.5,1510572005
1475,15,2571,4.0,1510571744
1477,15,2858,4.0,1510571751
1478,15,2916,4.5,1510572872
1480,15,3147,5.0,1510571797
1481,15,3156,5.0,1510573324
1482,15,3499,4.0,1510572526
1483,15,3510,5.0,1299425097
1485,15,3555,4.0,1299425208
1486,15,3578,5.0,1510571768
1489,15,3949,4.0,1510572144
1491,15,4018,4.0,1299425113
1495,15,4370,4.0,1510573239
1496,15,4720,5.0,1510571736
1499,15,4995,5.0,1510571789
1500,15,5445,4.0,1510571793
1504,15,5989,5.0,1510571938
1513,15,33493,5.0,1510572900
1514,15,48304,4.5,1510572550
1516,15,48780,4.5,1510572075
1523,15,64614,4.0,1510572137
1526,15,69757,4.0,1299425345
1528,15,71057,4.0,1510578034
1532,15,84152,5.0,1510572834
1533,15,84954,4.5,1510573398
1540,15,97938,4.0,1510572473
1542,15,101864,4.0,1510572902
1544,15,104841,4.5,1510572095
1545,15,105504,4.0,1510572616
1547,15,109487,4.0,1510571878
1549,15,111759,4.5,1510572026
1550,15,112556,4.5,1510572466
1556,15,122886,5.0,1510572679
1560,15,134130,4.0,1510571883
1561,15,134853,4.5,1510572481
1563,15,152077,5.0,1510572535
1567,15,166528,5.0,1510572789
1570,16,50,4.0,1377476781
1571,16,111,4.5,1377477446
1574,16,293,4.0,1377477870
1576,16,318,4.0,1377476766
1577,16,319,4.0,1377476675
1579,16,527,4.0,1377476787
1580,16,541,4.5,1377477340
1582,16,608,4.5,1377477406
1583,16,678,4.0,1377477470
1584,16,745,4.0,1377476943
1585,16,750,4.5,1377476825
1586,16,849,4.0,1377476589
1590,16,913,4.0,1377477016
1592,16,1089,4.0,1377477608
1593,16,1136,4.0,1377476972
1594,16,1147,4.0,1377477315
1595,16,1148,4.0,1377476909
1598,16,1193,4.0,1377476813
1600,16,1197,4.0,1377477008
1602,16,1199,5.0,1377477911
1604,16,1203,4.0,1377476856
1605,16,1207,4.0,1377476891
1606,16,1208,4.0,1377477450
1608,16,1214,4.0,1377477839
1610,16,1222,4.5,1377477957
1611,16,1223,4.0,1377477855
1612,16,1230,4.0,1377477576
1613,16,1247,4.0,1377477535
1614,16,1252,4.5,1377476948
1615,16,1260,4.0,1377476887
1616,16,1261,4.0,1377476629
1617,16,1267,4.0,1377477387
1618,16,1276,4.0,1377477457
1620,16,1299,4.0,1377477583
1624,16,2019,4.0,1377476792
1636,16,3000,4.0,1377477521
1638,16,3108,4.0,1377476635
1641,16,3683,4.0,1377477908
1642,16,3741,4.0,1377477903
1643,16,3949,4.0,1377477886
1646,16,4226,4.5,1377476925
1648,16,4973,4.0,1377476860
1650,16,5618,4.5,1377476877
1651,16,5782,4.0,1377477435
1653,16,5971,4.0,1377477298
1658,16,27611,4.0,1377477684
1659,16,27773,4.0,1377477507
1660,16,48394,4.0,1377477809
1661,16,58559,4.5,1377476817
1662,16,60069,4.0,1377477834
1663,16,68954,4.0,1377477654
1664,16,78499,4.5,1377477830
1666,16,91529,4.5,1377477940
1667,17,1,4.5,1305696483
1669,17,47,4.0,1307262715
1670,17,50,4.5,1305697013
1671,17,110,4.5,1305696470
1672,17,111,4.0,1326943208
1674,17,260,5.0,1305696468
